Dataset,SW,T,CV,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
23.0,,3.0,2.0,0.29619999999999996,0.29985595805161025,0.3200367909872807,0.29985595805161025,0.27858313496224457,0.2642275789443229,,0.002787151336669884,0.000302677154541008
24.0,,3.0,2.0,0.3012,0.30286185655303294,0.34160227415492705,0.30286185655303294,0.28950170371604267,0.27040748051335606,,0.002348632812499964,0.000172328948974604
25.0,,3.0,2.0,0.29640000000000005,0.301737609057609,0.28973050820524504,0.301737609057609,0.275269811322693,0.26687211232185026,,0.002637939453124968,0.00031773567199706794
26.0,,3.0,2.0,0.2974,0.30334885627193314,0.2960735943620067,0.30334885627193314,0.27328282686408956,0.2692070728069015,,0.0025576496124267278,2.2363662719724e-05
27.0,,3.0,2.0,0.2886,0.2931216396771952,0.2869928915190353,0.2931216396771952,0.2709230817772235,0.2609748361948265,,0.0017725181579589639,0.00016204833984374798
28.0,,3.0,2.0,0.29000000000000004,0.2926133390419105,0.3156470876760235,0.2926133390419105,0.2799980785594373,0.2636939803848387,,0.002118835449218728,0.000206785202026364
29.0,,3.0,2.0,0.2748,0.2773799794642706,0.277932409503907,0.2769763418026965,0.24768003419153778,0.24885437100455715,,0.001972608566284144,0.000543670654296856
30.0,,3.0,2.0,0.292,0.29325080105080104,0.3013235299959758,0.29325080105080104,0.26515006213912745,0.26757934467482436,,0.002314157485961868,0.000488653182983376
31.0,,3.0,2.0,0.2692,0.2766845088006378,0.27067704764359113,0.27598155607833025,0.24852180431154458,0.24513365643335205,,0.00248820304870602,0.000752773284912088
32.0,,3.0,2.0,0.28919999999999996,0.2955240514413901,0.2954109230674128,0.2952035742035742,0.26779191816620185,0.26614307322092207,,0.00217583656311032,0.000159702301025376
33.0,,3.0,2.0,0.2762,0.28371797278899547,0.28195886981049545,0.28236921327830417,0.2510821113257321,0.25360383559598004,,0.0026975154876708596,0.00037672996520994004
34.0,,3.0,2.0,0.26080000000000003,0.26838080546904075,0.2834378746923365,0.26775530678471854,0.24338289259729085,0.2385324636472295,,0.003157148361206016,0.000120649337768544
35.0,,3.0,2.0,0.269,0.27570985848885,0.29594342230573983,0.27537509791795495,0.25206177829802234,0.2476600549519617,,0.0034855461120604997,0.000560579299926736
36.0,,3.0,2.0,0.268,0.2771900442590919,0.276613557261261,0.2769471115304448,0.24912104161748114,0.24712417073339407,,0.0033117580413817927,0.0002908420562744
37.0,,3.0,2.0,0.2754,0.2808894608894608,0.2915495355386996,0.2802574002574002,0.25249543839822475,0.25511381541972755,,0.0031163597106933206,0.000570592880249008
38.0,,3.0,2.0,0.293,0.30061843901317586,0.29311055198671293,0.3000494038125617,0.26571347209605173,0.2738986535735754,,0.003739833831787068,0.00038078308105468
39.0,,3.0,2.0,0.2584,0.26499297823184464,0.2783101233000018,0.26424278570432413,0.23944608968085568,0.23899900569250818,,0.0030549907684325724,0.000140972137451164
40.0,,3.0,2.0,0.2292,0.24169198301698294,0.23740123023948875,0.24118618326118318,0.20514543008321323,0.2101390774502232,,0.009457225799560497,0.000608158111572248
41.0,,3.0,2.0,0.22920000000000001,0.2456742740998838,0.23724890305563112,0.24545373596593106,0.21254055885889925,0.21036416941122066,,0.0032881259918212517,0.00023292541503905598
42.0,,3.0,2.0,0.22119999999999998,0.2352160647456814,0.2171607650356369,0.23500318935162137,0.19661942374766792,0.20290599219422364,,0.0034799861907958557,0.00046660423278807595
43.0,,3.0,2.0,0.2192,0.23547112798607808,0.2050642492842075,0.23442266519010702,0.19315481371114335,0.20082671743747366,,0.0032885742187499607,0.0007735252380370841
44.0,,3.0,2.0,0.2238,0.2339942267957218,0.2148920102476252,0.23221392496392493,0.1956197131038936,0.20612369904771932,,0.004292268753051711,0.000785913467407196
45.0,,3.0,2.0,0.22640000000000002,0.2410902036235369,0.2266674960249779,0.24009100529100522,0.20170424237556642,0.20891513565555564,,0.0033592224121093356,0.000273389816284172
46.0,,3.0,2.0,0.19979999999999998,0.20548743229395394,0.18641990291092367,0.20345385323211407,0.16970662638755069,0.18259032279727586,,0.0034314632415771117,0.0006576061248779161
47.0,,3.0,2.0,0.20620000000000002,0.2124217802446294,0.18318532941123675,0.21075582573454907,0.17321944987839138,0.18908964168952547,,0.0039430236816405725,0.0
48.0,,3.0,2.0,0.20939999999999998,0.22105716341424014,0.19363213992035175,0.21910647444557013,0.17870034791066425,0.19299943449699772,,0.002986526489257772,0.00039777755737303605
49.0,,3.0,2.0,0.20800000000000002,0.2147848851969021,0.18581498734192306,0.21288909809955725,0.17644488416733625,0.1916240606750523,,0.00325756072998042,0.0008021736145019159
50.0,,3.0,2.0,0.1848,0.200958501781665,0.1766356083413788,0.19932777453838674,0.15942234327455151,0.16867629055809177,,0.0034735202789306125,0.00051787376403806
51.0,,3.0,2.0,0.195,0.20413728888380744,0.18859574099103507,0.20155699968876437,0.16832413432685872,0.1796531591647658,,0.003845996856689408,0.0005053901672363241
52.0,,3.0,2.0,0.19140000000000001,0.2049848380377792,0.17003382531663072,0.20230866192630897,0.15744326522002625,0.17595616152055515,,0.0034086608886718483,0.00021268844604492001
53.0,,3.0,2.0,0.19600000000000006,0.20310607011067605,0.16589685975757112,0.20037003248323998,0.15889374314265198,0.18100882650247865,,0.0031322002410888398,0.0008272075653076098
54.0,,3.0,2.0,0.20379999999999998,0.21936950571409194,0.18870423533581424,0.21622810111698995,0.17519477237782374,0.18937603547399132,,0.0035602092742919563,0.000375909805297844
55.0,,3.0,2.0,0.20559999999999998,0.22122342907500134,0.20297436548179268,0.21668353375020039,0.18070864947806495,0.1912234238186341,,0.003492212295532192,0.000795354843139636
56.0,,3.0,2.0,0.20639999999999997,0.21801659994420342,0.18266987142510938,0.21533010766289984,0.17093877523572742,0.1923629353721969,,0.00335207939147946,0.00019250869750976398
57.0,,3.0,2.0,0.1684,0.1808831101481548,0.15951519935193217,0.17752151211361736,0.14426493708277305,0.15447603176538482,,0.00520133018493648,0.00039141654968261204
58.0,,3.0,2.0,0.1692,0.1835202702752136,0.15954056475324024,0.17996838360268483,0.14368311439577583,0.15520637006809115,,0.0036861991882323804,0.000450439453124992
59.0,,3.0,2.0,0.19179999999999997,0.20103937195937152,0.15581068937747175,0.19807515794161026,0.1526147941554426,0.17835929621255264,,0.005614671707153292,0.000212793350219716
60.0,,3.0,2.0,0.19760000000000003,0.20371940803206143,0.1779665593979153,0.20123197471078821,0.16416627065822367,0.18440310649012814,,0.003933925628662072,0.00036341667175291597
61.0,,3.0,2.0,0.17620000000000002,0.19975893676898226,0.16499595220559782,0.19537941579892115,0.15106334786666342,0.16341534156703547,,0.004373970031738264,0.0006686401367187479
62.0,,3.0,2.0,0.17259999999999998,0.18476464768369347,0.1342502651587791,0.18113805578638995,0.13326883405550313,0.1596823799714752,,0.0037683677673339567,0.001036825180053688
63.0,,3.0,2.0,0.15000000000000002,0.16008209410935195,0.12346136951743705,0.15649612318045492,0.11675069933581245,0.13737610882171525,,0.0036795616149902,0.0005037498474121
64.0,,3.0,2.0,0.16740000000000002,0.17538274319703492,0.14243663234362633,0.16984468301209368,0.1343288883494959,0.15483636811588977,,0.002256126403808588,0.0012523078918457
