Dataset,SW,T,CV,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
25.0,,3.0,2.0,0.30820000000000003,0.31759532467532464,0.3218181886087768,0.31759532467532464,0.3013136043022337,0.27927696044817124,,0.0145594692230224,0.0006182193756103367
26.0,,3.0,2.0,0.306,0.3153953567799721,0.3152711902225477,0.3153953567799721,0.2976854661575133,0.2781132749299438,,0.01638333320617671,0.000460271835327144
27.0,,3.0,2.0,0.317,0.32158254502698946,0.3216526457082013,0.32158254502698946,0.3045740601089549,0.2903415087019404,,0.016386880874633743,0.00019436836242674803
28.0,,3.0,2.0,0.3046,0.3087033640962212,0.31121808350379776,0.3087033640962212,0.2930268447471695,0.27848269467653386,,0.018152551651000926,0.000113363265991204
29.0,,3.0,2.0,0.3126,0.318179684796543,0.3178851565383005,0.31720696544834476,0.2976865180300571,0.28779942597506813,,0.01491593360900874,0.00012977600097655416
30.0,,3.0,2.0,0.3014,0.30544432604432603,0.31797098827098824,0.30544432604432603,0.2897240501649978,0.2770759120427904,,0.01571043014526363,4.291534423827912e-05
31.0,,3.0,2.0,0.28540000000000004,0.28936271506271505,0.2940131706792048,0.28849845495006776,0.2728918319407779,0.2612694974254912,,0.016965274810790965,0.000673780441284148
32.0,,3.0,2.0,0.279,0.2846349151520522,0.2847422195859695,0.28433986499611497,0.26411073776164384,0.2556758023982509,,0.016742486953735303,0.00039699554443358397
33.0,,3.0,2.0,0.27160000000000006,0.2786754854993491,0.28231008890099796,0.27725578798306066,0.260316158301557,0.24845004770480167,,0.0171740055084228,0.00010407447814940799
34.0,,3.0,2.0,0.25439999999999996,0.26399545770134003,0.2673009572127219,0.26331696408166994,0.24305056216775392,0.23176167822280955,,0.01632040977478023,0.000243501663207988
35.0,,3.0,2.0,0.2582,0.26337550656626285,0.2639485355913927,0.2630973819830963,0.24441127784299826,0.23623661223722384,,0.016513128280639593,0.00012346267700194798
36.0,,3.0,2.0,0.24040000000000003,0.24579428684190585,0.24924491249491246,0.2455705529038862,0.2259534747444964,0.2185529898678107,,0.018947181701660112,0.000301952362060536
37.0,,3.0,2.0,0.23379999999999998,0.24080976839310167,0.23540231840231832,0.2403210333210333,0.22015743037724458,0.2122249825405153,,0.018698091506957962,0.000264425277709952
38.0,,3.0,2.0,0.2438,0.2508892049944681,0.24576032739190626,0.2503350041771094,0.22738976910330994,0.2233387215012357,,0.021980657577514603,0.0003240299224853466
39.0,,3.0,2.0,0.2272,0.2356431090277244,0.24014474092409316,0.2351377122652426,0.2140256307865262,0.20685481492938332,,0.018529567718505814,0.000318775177001944
40.0,,3.0,2.0,0.2158,0.22450535760535759,0.2249472804972805,0.2240991813741813,0.20330613474932357,0.19574648604440958,,0.02156411170959467,0.00028273582458495603
41.0,,3.0,2.0,0.1986,0.20342623535001578,0.2065150635272586,0.20322651603139402,0.18789089026838582,0.17849645135260928,,0.020181932449340773,0.00027326583862303996
42.0,,3.0,2.0,0.2082,0.21124444126012068,0.2107278335292272,0.21107882542028877,0.1944167605217162,0.18875168419429575,,0.020212993621826124,0.00035017967224119603
43.0,,3.0,2.0,0.2046,0.21151276169382477,0.21129212131537714,0.21058139534883719,0.19033434709545297,0.18574644541815616,,0.022160291671752885,0.000255365371704092
44.0,,3.0,2.0,0.21,0.21446581780468815,0.21668524657161015,0.21289430014430008,0.19461306919461996,0.19155686554746976,,0.02347202301025386,0.0004595470428466675
45.0,,3.0,2.0,0.18580000000000002,0.1906341911175244,0.18786932820266147,0.18983421516754848,0.1706824231686976,0.16744868846122546,,0.022829065322875926,0.000594778060913076
46.0,,3.0,2.0,0.19699999999999998,0.20495643529846422,0.19660143721013282,0.20284958278436538,0.17958542415542006,0.17919925170063788,,0.024926385879516552,0.00020749092102050398
47.0,,3.0,2.0,0.1996,0.20981428865101384,0.209344473544751,0.20831450156380776,0.18742420861648554,0.18211490936560495,,0.02180089950561519,0.00041679382324218405
48.0,,3.0,2.0,0.1848,0.19241306703326821,0.1896139849118572,0.19045088933918713,0.17111965768156068,0.16733750794955654,,0.021279096603393492,0.00038454055786131205
49.0,,3.0,2.0,0.1734,0.18103438320616994,0.17744094907360208,0.17919080012957558,0.15942105453219368,0.15639214396460274,,0.019817924499511662,0.00019998550415038002
50.0,,3.0,2.0,0.1592,0.16570993985039903,0.17082699300699292,0.1643181529581529,0.1480603396603396,0.14234832013911425,,0.026203155517578076,0.000248107910156236
51.0,,3.0,2.0,0.16879999999999998,0.1678266756861474,0.17367888582006225,0.16553603485838778,0.15212872523700421,0.15240263199815365,,0.02441928863525386,0.000196838378906248
52.0,,3.0,2.0,0.15739999999999998,0.16225496516555335,0.1618726967476967,0.15984890109890104,0.14320954297085517,0.14117049697594602,,0.022421569824218706,0.000209331512451168
53.0,,3.0,2.0,0.1636,0.17222020796772178,0.17089161362746264,0.1697769772156564,0.14983857282192464,0.1478366263073844,,0.023257799148559532,0.000170431137084956
54.0,,3.0,2.0,0.16580000000000003,0.16959824594067407,0.16555822778044998,0.16714873603762487,0.14863022985245206,0.15022958089504307,,0.0244223022460937,0.0002489376068115072
55.0,,3.0,2.0,0.15839999999999999,0.16696664878331538,0.16091867156412604,0.16322033563144672,0.14238064544992646,0.14308341279717854,,0.024626464843749956,0.00018259048461914
56.0,,3.0,2.0,0.155,0.16672493041443864,0.15545266439909294,0.16424549062049057,0.13995956541124605,0.14003034919688495,,0.025481195449829044,0.00019233703613280798
57.0,,3.0,2.0,0.14380000000000004,0.15231070189222407,0.14301764873945322,0.14932145840792452,0.1293268207540653,0.12884563988255585,,0.025919589996337852,0.000645132064819324
58.0,,3.0,2.0,0.1598,0.1682586294067756,0.15594320047768317,0.1647389162561576,0.14025772751026297,0.1452655627490502,,0.02278638839721674,0.00040555953979492
59.0,,3.0,2.0,0.14880000000000002,0.15467901635158554,0.15178981172084616,0.15183101871179017,0.13467421341107177,0.1343362096768396,,0.022934103012084917,0.00038486480712889606
60.0,,3.0,2.0,0.15560000000000002,0.16225129461096727,0.15322475725780807,0.16028118105999456,0.13870610588407195,0.1413642630318214,,0.028630895614623973,0.000615358352661124
61.0,,3.0,2.0,0.15400000000000003,0.16540577040281623,0.1533765547749154,0.16130621042588253,0.13704574096213437,0.14014527619282338,,0.029065370559692334,0.0
62.0,,3.0,2.0,0.1404,0.14982620690912712,0.1438815109621561,0.1463412698412698,0.12732145990210503,0.12672737697443212,,0.025562334060668882,0.00027751922607421203
63.0,,3.0,2.0,0.1426,0.1514624244584556,0.14287130761938746,0.1480672794804899,0.12687788001382466,0.12899954385790932,,0.025509805679321245,0.00062121391296386
64.0,,3.0,2.0,0.1466,0.15627388854061613,0.1470643087622254,0.15105004015495083,0.13010071338493953,0.13328435084206236,,0.025434112548828082,0.0006267833709716759
