Dataset,SW,T,CV,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
2.0,,3.0,2.0,0.888,0.8884464606907462,0.8907862803701042,0.8884464606907462,0.8875142501370253,0.7755936143990455,0.8884464606907462,0.0055548763275146,0.000166311264038084
3.0,,3.0,2.0,0.8787999999999999,0.8791227468296309,0.8800444466390978,0.8791227468296309,0.8775722723922489,0.8178027666469823,,0.01562981605529781,0.000264329910278308
4.0,,3.0,2.0,0.8198000000000001,0.8203669558291955,0.8209659734649576,0.8203669558291955,0.8181085159867715,0.7590989742932517,,0.019314146041870067,5.223274230956e-05
5.0,,3.0,2.0,0.7594,0.7600872848811113,0.760355299620956,0.7600872848811113,0.7575110839627631,0.6984793216673466,,0.01898496627807613,0.00020133018493651602
6.0,,3.0,2.0,0.66,0.6598958079091665,0.6606072215809827,0.6598958079091665,0.6562814100192287,0.5909191252266237,,0.025413713455200142,0.000369796752929684
7.0,,3.0,2.0,0.626,0.6260595716834518,0.6271979858424499,0.6260595716834518,0.6224302894606759,0.5629341444593103,,0.026281242370605428,0.0001048469543457
8.0,,3.0,2.0,0.5996,0.6018984434370291,0.6059395234510758,0.6018984434370291,0.5978036737271933,0.5415970155186687,,0.028065891265869097,6.4315795898432e-05
9.0,,3.0,2.0,0.6128,0.6114258396551593,0.6164884373407458,0.6114258396551593,0.6075794839397709,0.5633063863324902,,0.03356660842895502,0.000496177673339836
10.0,,3.0,2.0,0.5756,0.5768411435723221,0.5729037064763665,0.5768411435723221,0.5681227012818488,0.5275235130594436,,0.03002372741699215,7.028579711912e-06
11.0,,3.0,2.0,0.5502,0.5534079524749917,0.5552976335121076,0.5534079524749917,0.5437670809083616,0.5047580836707566,,0.04089833259582515,0.000105752944946284
12.0,,3.0,2.0,0.49699999999999994,0.5016731781932258,0.5042205708157023,0.5016731781932258,0.4926945820324871,0.4508989732852806,,0.03349058151245112,0.000486154556274404
13.0,,3.0,2.0,0.46019999999999994,0.4657624796604625,0.46602158244496905,0.4657624796604625,0.453200142930906,0.41488605508240745,,0.03028331756591792,0.00023335456848144
14.0,,3.0,2.0,0.43399999999999994,0.44025273002684406,0.4410527286826462,0.44025273002684406,0.4285278752640642,0.390211081883852,,0.03782488822937008,0.00013319015502928798
15.0,,3.0,2.0,0.46259999999999996,0.46937756889366794,0.4662191318161705,0.46937756889366794,0.45547078742474617,0.42393262577846685,,0.03957270622253414,0.00026984214782714
16.0,,3.0,2.0,0.4328,0.44120067080322495,0.4433092819016732,0.44120067080322495,0.4281547213848506,0.39479063011497223,,0.0365163421630859,0.000300006866455076
17.0,,3.0,2.0,0.41600000000000004,0.4242591863103609,0.42332745379430853,0.4242591863103609,0.4072210502252499,0.3793199642092383,,0.04476631164550777,0.00023233413696288
18.0,,3.0,2.0,0.41379999999999995,0.4208434629144124,0.4182770992853036,0.4208434629144124,0.4039500440522027,0.379250546234388,,0.04585541725158686,0.00023150444030761198
19.0,,3.0,2.0,0.42479999999999996,0.4338125580627617,0.43952209651837715,0.4338125580627617,0.4149667328004204,0.39288075448273546,,0.04423180580139156,9.312629699706799e-05
20.0,,3.0,2.0,0.3814,0.3880443806193806,0.39057691494951546,0.3880443806193806,0.37298053922948676,0.34864348355255154,,0.039282073974609324,0.00046439170837400803
21.0,,3.0,2.0,0.3982,0.4034311587883016,0.4044365141059082,0.4034311587883016,0.38714597024661535,0.3678894664372779,,0.04732681274414059,8.754730224608801e-05
22.0,,3.0,2.0,0.3782,0.38829769828320343,0.38761396088978417,0.38829769828320343,0.3685027539791003,0.34837266083351326,,0.046216764450073194,0.000222377777099604
23.0,,3.0,2.0,0.348,0.35528175689045255,0.3554068998634216,0.35528175689045255,0.3378909866560663,0.3183644431871311,,0.06053544044494624,0.00031083106994627996
24.0,,3.0,2.0,0.3482,0.35562064868682514,0.3588819713782949,0.35562064868682514,0.33710599285626297,0.3197691838104256,,0.04824337005615229,0.00032451629638670403
25.0,,3.0,2.0,0.3618,0.37383581307581304,0.37826287542522835,0.37383581307581304,0.35299377150811007,0.33546568700232754,,0.05647815704345699,0.000590410232543924
26.0,,3.0,2.0,0.368,0.37562044152428764,0.3702947299055896,0.37562044152428764,0.35355921524842066,0.34252913172929306,,0.06295668601989741,8.4972381591792e-05
27.0,,3.0,2.0,0.3616,0.3695860641416197,0.3693783488358652,0.3695860641416197,0.3496176343968211,0.33665870827612443,,0.05556309700012203,0.0
28.0,,3.0,2.0,0.3522,0.36133122829551395,0.3672177506200615,0.36133122829551395,0.3412440484144135,0.3280629510748807,,0.05034687995910639,8.87870788574e-06
29.0,,3.0,2.0,0.36340000000000006,0.37132630956385737,0.3794951370113108,0.37030764637661184,0.3492318177283963,0.3405710912459777,,0.05214983940124506,0.00019146919250488095
30.0,,3.0,2.0,0.34360000000000007,0.3494652014652015,0.35712916745563805,0.3494652014652015,0.3284838761548547,0.3209367488002004,,0.05433099746704098,0.00040479660034178406
31.0,,3.0,2.0,0.33380000000000004,0.3421548167483651,0.3484737448930997,0.341280708538773,0.31835013199582735,0.3116519498334103,,0.077888593673706,0.00028088569641112406
32.0,,3.0,2.0,0.3378,0.34618969628042207,0.35074015914640916,0.3457845314407814,0.32228335826624205,0.3165892677450532,,0.06110582351684566,0.0006175518035888481
33.0,,3.0,2.0,0.33559999999999995,0.3427394600349146,0.3459428330631539,0.3411760226305681,0.3175122394362473,0.3148422677937086,,0.21767011642456052,0.000519504547119128
34.0,,3.0,2.0,0.30339999999999995,0.31879939124056766,0.31963821568665857,0.3180745659569189,0.29109682707694867,0.2826298151503779,,0.15709916114807126,8.059501647948799e-05
35.0,,3.0,2.0,0.313,0.32234963076139544,0.32637731633445916,0.3220166975881261,0.29849906251064645,0.2928627079637518,,0.17156459808349606,0.000129661560058588
36.0,,3.0,2.0,0.3146,0.3269549996740473,0.32384660863827525,0.32657238440571773,0.29677891088959196,0.29520573494892427,,0.17974394798278806,7.3604583740228e-05
37.0,,3.0,2.0,0.31420000000000003,0.3244509212009212,0.3241854391854392,0.32376511176511175,0.29780417687538424,0.295161961833344,,0.22052279472351072,0.000306816101074204
38.0,,3.0,2.0,0.3224,0.33245670277249223,0.340178175625544,0.3318347763347763,0.3045813520655746,0.3043199873276255,,0.2037246608734131,0.00038347244262694003
39.0,,3.0,2.0,0.29919999999999997,0.3157618120371156,0.31960736414582563,0.3148597157827926,0.28194944222069723,0.281134407609647,,0.2000644588470459,8.5983276367184e-05
40.0,,3.0,2.0,0.2932,0.3066345904095904,0.30480829448329444,0.3060144133644133,0.2776917977705129,0.2752566566697757,,0.46130154609680174,0.0005026340484619081
41.0,,3.0,2.0,0.26539999999999997,0.2772666534684827,0.2813395574615087,0.2769822264456411,0.25170765264671474,0.2474180324057975,,0.26890776634216307,0.000125513076782224
42.0,,3.0,2.0,0.254,0.27023045118515493,0.2725142450142449,0.2696598983027554,0.2413280975908132,0.23650298754498947,,0.328372688293457,0.00034071922302244
43.0,,3.0,2.0,0.239,0.2559253090947443,0.25273299052368814,0.2548335514614584,0.2250301826396577,0.22140897457563466,,0.23654959678649903,0.000448055267333968
44.0,,3.0,2.0,0.2708,0.28374107352595723,0.27794461346734073,0.28160966810966803,0.2500755517272545,0.25418934030182216,,0.2104779815673828,0.000551290512084948
45.0,,3.0,2.0,0.26,0.27492765752765747,0.2716309418976085,0.2738031746031746,0.24580582119405645,0.24357912938350448,,0.19230449676513672,0.00040462493896483196
46.0,,3.0,2.0,0.2618,0.27300809962983874,0.2799986824769433,0.270171497584541,0.24574360839800327,0.24596886982947413,,0.23079590797424313,0.00038895606994628795
47.0,,3.0,2.0,0.2398,0.2557601941177334,0.24521470491683253,0.25371631205673756,0.22254839805547924,0.2236188256915812,,0.2607569026947021,0.0008103561401367119
48.0,,3.0,2.0,0.253,0.26966711849453523,0.2669984228734229,0.26674801587301583,0.2348454662167897,0.23752022348470836,,0.28589028358459473,0.000308017730712876
49.0,,3.0,2.0,0.2346,0.2477178705828836,0.23946237889095026,0.24490962099125363,0.21522913900825064,0.21921199603205996,,0.2556798267364502,0.000622673034667936
50.0,,3.0,2.0,0.21880000000000002,0.23340403981506022,0.23587160173160165,0.23144733044733046,0.2035096481296481,0.2037530882826964,,0.23405565261840822,0.00047430992126463594
51.0,,3.0,2.0,0.23380000000000004,0.24736578809301496,0.250280083750672,0.24402645502645498,0.2178571538675345,0.2192251020938549,,0.2625718021392822,0.000193071365356444
52.0,,3.0,2.0,0.2128,0.22975853838971483,0.22449416182108486,0.22639987789987784,0.19659438286700726,0.19809573692575966,,0.28289154052734367,0.000549707412719716
53.0,,3.0,2.0,0.2234,0.24086343901340565,0.23989553214081513,0.23729200359389035,0.20799727624699876,0.20927596639788948,,0.23175736427307128,0.0003447151184082
54.0,,3.0,2.0,0.239,0.2569461561147959,0.24923051752192207,0.2534873603762492,0.21971764368095606,0.22537887600170955,,0.2708430576324463,0.000248336791992184
55.0,,3.0,2.0,0.22160000000000005,0.24760911386928158,0.236291348120641,0.2422020095131206,0.20634990626767213,0.20812481642566194,,0.2881011009216309,0.000327796936035148
56.0,,3.0,2.0,0.22319999999999995,0.2413147252739999,0.2345643320964749,0.23797134096062664,0.20512584042941182,0.20983801701453506,,0.26091326713562013,0.0
57.0,,3.0,2.0,0.20739999999999997,0.22114017540823114,0.2105205009415535,0.21645335561125031,0.18645202223530394,0.1939124896969235,,0.28696722984313966,0.0
58.0,,3.0,2.0,0.20620000000000002,0.22371789615165938,0.2245592298405365,0.21916855356782758,0.1880878773374236,0.19315958423616625,,0.34559127807617185,0.000442781448364252
59.0,,3.0,2.0,0.20060000000000003,0.2155029507701652,0.19875091386955787,0.2112375571697605,0.17829804199054342,0.18757628488563252,,0.2826272964477539,0.000716361999511712
60.0,,3.0,2.0,0.20079999999999998,0.21418034427096377,0.20912679824883212,0.21125992287687198,0.18062845186828233,0.18796969230950317,,0.30214810371398926,0.0
61.0,,3.0,2.0,0.20359999999999995,0.22853218928523403,0.20854335746220987,0.22288644288316417,0.18450676840570765,0.19121740313306637,,0.32131851196289063,2.718925476074e-05
62.0,,3.0,2.0,0.1892,0.21200864659316945,0.19364365197643885,0.20768984370409538,0.1707436619572526,0.17689612355263182,,0.3167275333404541,0.0009021186828613199
63.0,,3.0,2.0,0.1956,0.20846958786410283,0.20266894128798885,0.2032532123960695,0.17484566932185977,0.18350380596696966,,0.34510077476501466,0.000539522171020492
64.0,,3.0,2.0,0.18539999999999998,0.19933948078662408,0.19302276234567897,0.19213128306878302,0.1644580446009017,0.17338021384532104,,0.24150327682495118,0.000625133514404296
