Dataset,SW,T,CV,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
2.0,,3.0,2.0,0.9544,0.9546124701566566,0.9544688124502544,0.9546124701566566,0.9542461417157279,0.9085269433369674,0.9546124701566566,1.0439675331115723,0.000801172256469696
3.0,,3.0,2.0,0.9643999999999999,0.9647346892788223,0.964326231948771,0.9647346892788223,0.9643126291590077,0.9464558816712078,,0.8471898269653321,0.0006940841674804479
4.0,,3.0,2.0,0.9323999999999999,0.9327624030532671,0.9336725715416534,0.9327624030532671,0.9323487984467883,0.9095766107579126,,0.818188304901123,0.0005512714385985999
5.0,,3.0,2.0,0.8992000000000001,0.8994627595556298,0.8998952199204052,0.8994627595556298,0.8982756300628784,0.8735657182374151,,0.8474091053009033,0.0008208179473876841
6.0,,3.0,2.0,0.8274000000000001,0.8277069059553548,0.8299938274363201,0.8277069059553548,0.8257907619858992,0.7922005222091935,,0.9085963344573975,0.00028695106506345996
7.0,,3.0,2.0,0.8278,0.8282283398399397,0.8283988149114968,0.8282283398399397,0.8251421824297703,0.7984927693112907,,0.9795522117614746,0.00037967681884763603
8.0,,3.0,2.0,0.8124000000000001,0.8157536695982567,0.8155521351024215,0.8157536695982567,0.8118244930496009,0.7850579444852995,,0.9635577297210693,0.001003122329711904
9.0,,3.0,2.0,0.7934000000000002,0.7935579588701404,0.7954946042491966,0.7935579588701404,0.7908104175272457,0.7668554998871597,,1.029918031692505,0.000978231430053692
10.0,,3.0,2.0,0.7626,0.7612026643197654,0.7636583556215247,0.7612026643197654,0.7577751949213832,0.7354199150769241,,0.9916919136047363,0.0004392433166503759
11.0,,3.0,2.0,0.7352000000000001,0.7383426799066455,0.7370282618712747,0.7383426799066455,0.7297312555125178,0.7081182447046444,,0.9869450187683105,0.000395746231079088
12.0,,3.0,2.0,0.6932,0.6963000844508787,0.6977450070791312,0.6963000844508787,0.6880937875081997,0.6646538486444356,,1.0317925930023193,0.00033737182617185607
13.0,,3.0,2.0,0.6812,0.6862379539872733,0.6870064490662604,0.6862379539872733,0.6751593715512832,0.6539574556560739,,1.0300634002685547,0.0005857276916503655
14.0,,3.0,2.0,0.6432000000000001,0.646624474020831,0.6485232122996473,0.646624474020831,0.6373874537725017,0.6150184689754149,,2.3630623149871828,0.0013873672485351198
15.0,,3.0,2.0,0.6662,0.6683162035533553,0.6736690621148044,0.6683162035533553,0.6587214264466981,0.6416183584217154,,2.436868362426758,0.0013135623931884437
16.0,,3.0,2.0,0.6466,0.6508895080989702,0.6518605341382044,0.6508895080989702,0.640389156576368,0.6221992681874944,,2.4852896213531492,0.0007491111755370761
17.0,,3.0,2.0,0.6259999999999999,0.6311409966932641,0.6303211321752571,0.6311409966932641,0.6170317227695891,0.6018459802791793,,2.3427700424194335,0.001181068420410124
18.0,,3.0,2.0,0.5801999999999999,0.5855935877465805,0.59143019820832,0.5855935877465805,0.5725324609712588,0.5549615961051557,,2.302628002166748,0.001013259887695288
19.0,,3.0,2.0,0.5945999999999999,0.6007980597336146,0.6015405365369517,0.6007980597336146,0.5835416292190094,0.5713016183873912,,2.3085651874542235,0.000907011032104464
20.0,,3.0,2.0,0.6077999999999999,0.6145070929070929,0.6165653053430917,0.6145070929070929,0.5998702845472665,0.5864809067163769,,2.69644700050354,0.002050800323486292
21.0,,3.0,2.0,0.578,0.5817933230790373,0.5854709300397049,0.5817933230790373,0.5672612678737677,0.5561985533198404,,2.7526236057281492,0.0010330963134765438
22.0,,3.0,2.0,0.574,0.5827060756580881,0.5854436151458385,0.5827060756580881,0.5648526860901169,0.5529837818803448,,3.4327738857269288,0.0022881698608398122
23.0,,3.0,2.0,0.5598000000000001,0.5671105657627397,0.5697627351335792,0.5671105657627397,0.5495068748433581,0.5391527990655656,,2.2511570930480955,0.0006501197814941201
24.0,,3.0,2.0,0.5592,0.5672268940210117,0.566449566515356,0.5672268940210117,0.5470031181401992,0.539429611772592,,2.2575245094299317,0.001725502014160128
25.0,,3.0,2.0,0.5476,0.555787377067377,0.5587050562509386,0.555787377067377,0.5353045546561842,0.5281088184763608,,3.0233224773406984,0.001489648818969708
26.0,,3.0,2.0,0.5336000000000001,0.5391568986568988,0.5418283063090755,0.5391568986568988,0.5173287049699604,0.5143817576390066,,3.0254229068756104,0.00127436637878414
27.0,,3.0,2.0,0.5404,0.5501942789720567,0.5497289509086895,0.5501942789720567,0.5281728611742523,0.5220792685749243,,4.333907537460327,0.0014398097991943082
28.0,,3.0,2.0,0.5274,0.5366777309991595,0.5374290427126562,0.5366777309991595,0.5168009616163972,0.5091399353039314,,2.2466877269744874,0.0007982444763183321
29.0,,3.0,2.0,0.5208,0.5298917533438606,0.5308871424946475,0.5284474950337019,0.5042673933694379,0.5030758876132354,,2.7677604866027834,0.0011075782775878602
30.0,,3.0,2.0,0.5158,0.5190967513967514,0.5227232545232545,0.5190967513967514,0.49619337296187205,0.4984162806105,,3.390955171585083,0.00181625366210934
31.0,,3.0,2.0,0.5002,0.5113302446657285,0.5192556117717408,0.5100302958690056,0.4874882695078614,0.48288553425555614,,3.100508995056152,0.000818986892700168
32.0,,3.0,2.0,0.5028,0.5103309690981062,0.5145202922077922,0.50981771006771,0.48395928536943056,0.48613258554743183,,3.3765073204040528,0.000975780487060528
33.0,,3.0,2.0,0.493,0.499532322160163,0.49788094397185306,0.4971861808225444,0.4712424961550403,0.47645573074317615,,2.346956367492676,0.000760793685913068
34.0,,3.0,2.0,0.47859999999999997,0.49710597028244086,0.4891488511488511,0.4959118724412842,0.4612819532177296,0.4623123746671872,,3.0798138999938964,0.00204363822937008
35.0,,3.0,2.0,0.4764,0.4852109510470855,0.4885494220065648,0.48462811791383215,0.45909818795485313,0.46037436158873524,,3.009125576019287,0.001544971466064436
36.0,,3.0,2.0,0.4506,0.46008843361224305,0.45542612634279295,0.459622069288736,0.4273652425403558,0.43441000766053156,,3.5056890487670898,0.0017170143127441119
37.0,,3.0,2.0,0.43940000000000007,0.4494083563250229,0.45363694263694254,0.4484678654678654,0.4226763743512969,0.4233449714879965,,3.1854351806640624,0.00136057853698728
