Dataset,SW,T,CV,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
25.0,,3.0,2.0,0.48260000000000003,0.4900417871017871,0.49596034538560857,0.4900417871017871,0.4682124388139539,0.46064535366887777,,0.6814344215393067,0.021356410980224564
26.0,,3.0,2.0,0.4734,0.4827280390549621,0.48290964164041084,0.4827280390549621,0.4591256066188814,0.45189499853326964,,0.7022246265411377,0.02330774307250973
27.0,,3.0,2.0,0.47300000000000003,0.48074756724756734,0.48540465296020846,0.48074756724756734,0.4620123677907507,0.45216944078792964,,0.7013431835174561,0.0225753784179687
28.0,,3.0,2.0,0.45239999999999997,0.46323291787577503,0.4674857642357642,0.46323291787577503,0.4410330694549365,0.4317129712998905,,0.6957796955108643,0.022609844207763626
29.0,,3.0,2.0,0.43440000000000006,0.44303690193728507,0.4482618913653396,0.44177164215095244,0.41937048776947955,0.4137952317833076,,0.6666984748840332,0.021493301391601514
30.0,,3.0,2.0,0.4431999999999999,0.44814193584193573,0.45689661819661814,0.44814193584193573,0.4253158612502697,0.4236598609486314,,0.7448720073699951,0.02368842124938959
31.0,,3.0,2.0,0.4318,0.44037573072089203,0.45062003398246275,0.4392436774694839,0.4184584364209407,0.41260452449561624,,0.7356755447387695,0.024550790786743115
32.0,,3.0,2.0,0.435,0.4483129201667508,0.45213434482184484,0.4477853882228882,0.4174369930049572,0.4165943560252211,,0.7363680362701416,0.0220618343353271
33.0,,3.0,2.0,0.4109999999999999,0.424759407364521,0.42895134010374647,0.42270598761507855,0.3937134438445687,0.39232920259424986,,0.7099019527435303,0.02332941055297847
34.0,,3.0,2.0,0.40240000000000004,0.4199253001900061,0.4106543969003862,0.41941444938503764,0.38472131156047845,0.3841826251667254,,0.7217202854156494,0.022418699264526318
35.0,,3.0,2.0,0.4048,0.41677280730474003,0.4212338455195597,0.4162949494949495,0.39027777429705773,0.3869481190560347,,0.7286060810089111,0.022497367858886674
36.0,,3.0,2.0,0.37059999999999993,0.3811366236937665,0.3736599295765963,0.38076973026973027,0.3480896794659751,0.35246949833999186,,0.7764918041229248,0.024618549346923778
37.0,,3.0,2.0,0.376,0.38533308458308463,0.3868349308349308,0.38442647742647745,0.357952787949692,0.3584661156873362,,0.801641492843628,0.02627717018127437
38.0,,3.0,2.0,0.3777999999999999,0.3916213229634281,0.38385390632759053,0.39081146046935517,0.35795765208303915,0.3608572743983014,,0.7384391021728516,0.024653701782226506
39.0,,3.0,2.0,0.3586,0.3714309022062058,0.3763138143907374,0.3703337204106434,0.33973694222722456,0.3416366406202415,,0.7746064949035645,0.023605518341064405
40.0,,3.0,2.0,0.3476000000000001,0.3622814065564065,0.35665955988455983,0.3615716283716284,0.3279257640364451,0.33091836808068104,,0.7769197177886963,0.02496251106262203
41.0,,3.0,2.0,0.33419999999999994,0.3489844173441734,0.35360882207223676,0.34862833914053426,0.3194923738950772,0.31757974446394416,,0.7934488105773926,0.0272757244110107
42.0,,3.0,2.0,0.3358,0.34830557357212405,0.35294744937602074,0.3476028653885796,0.3171298213719708,0.31959751185760693,,0.8664985275268555,0.027181806564331012
43.0,,3.0,2.0,0.3246,0.3410088393825935,0.3445054583659235,0.3394947145877378,0.3091553308093016,0.30847086154324854,,0.8267395305633545,0.024696722030639603
44.0,,3.0,2.0,0.3268,0.3464636772726474,0.3343338908566181,0.3438730158730159,0.3049079632098208,0.3112162635286808,,0.7949440288543701,0.02580784797668453
45.0,,3.0,2.0,0.3078,0.320556758056758,0.3209367718701051,0.31911851851851847,0.28890678508444917,0.292108363712787,,0.8766942596435547,0.027594680786132763
46.0,,3.0,2.0,0.30079999999999996,0.31250916654467376,0.30983214852780067,0.30937928979233326,0.2791440281798338,0.2853296064415825,,0.8265297603607178,0.025801372528076138
47.0,,3.0,2.0,0.29619999999999996,0.31219735547626387,0.30358370471136426,0.3096994258696386,0.27667882336138705,0.2808385551129465,,0.8664601230621338,0.02669734954833979
48.0,,3.0,2.0,0.3102,0.3239400509767068,0.31910239066489066,0.32037003968253963,0.2861593662328956,0.2955805664224944,,0.7577819728851318,0.022773990631103472
49.0,,3.0,2.0,0.28740000000000004,0.2992554338773672,0.29582866566540034,0.29599611273080656,0.26439359959768116,0.27263197008920864,,0.9479422760009766,0.029756078720092723
50.0,,3.0,2.0,0.26839999999999997,0.28408821943929086,0.28244487734487733,0.2816060606060606,0.2477691658668129,0.2538511983302619,,0.8778558826446533,0.02540786743164058
51.0,,3.0,2.0,0.28040000000000004,0.292941657869497,0.28799153787389076,0.2889772798008092,0.25840246463775873,0.2662859165392041,,0.8945305061340332,0.02709445953369135
52.0,,3.0,2.0,0.26299999999999996,0.2778965218224041,0.2656487956487956,0.2738369963369963,0.24011571309535107,0.248791695250991,,0.9144608402252197,0.027337226867675733
53.0,,3.0,2.0,0.2758,0.2969226235941885,0.2885327125704483,0.2924405510631926,0.25839323397037045,0.262076365412293,,0.8899182987213134,0.027050380706787055
54.0,,3.0,2.0,0.28380000000000005,0.29779849734335484,0.28054200737534063,0.29363932980599644,0.255782618615952,0.27039196530019777,,0.9136360359191894,0.02837357521057124
55.0,,3.0,2.0,0.2632,0.28196428974783266,0.27291904646046056,0.2758820693709582,0.24302670842064777,0.24991404068945852,,0.889016637802124,0.02820559501647944
56.0,,3.0,2.0,0.258,0.27555879639206027,0.2597847351061636,0.2714722479901051,0.23442491040705324,0.2447851961838143,,0.9374921131134033,0.02794114112853998
57.0,,3.0,2.0,0.2492,0.2616216366922188,0.2549500188964474,0.25642649281934987,0.22611530484274842,0.23604848921878843,,0.9480728721618652,0.028416481018066347
58.0,,3.0,2.0,0.241,0.2579356592404449,0.2469562870080111,0.2525243568691844,0.2177592235350856,0.2280543503213076,,0.9689210033416749,0.02684266090393062
59.0,,3.0,2.0,0.2314,0.24149430224938923,0.2319765577626477,0.2368728581633315,0.20804453690268654,0.21838999629001027,,1.0152664947509766,0.03174725532531734
60.0,,3.0,2.0,0.242,0.25663239403300764,0.24849170804086057,0.25319964577167964,0.21923016048609267,0.2293265487632642,,0.9818617630004883,0.03220020294189449
61.0,,3.0,2.0,0.249,0.2760618876787567,0.2573025477254985,0.2691790268019776,0.22914505312538094,0.23674442844380092,,0.9851713752746583,0.030302715301513638
62.0,,3.0,2.0,0.2288,0.24950822304199005,0.23158050971297925,0.2443329136343414,0.2068736033929053,0.21666440312174895,,0.8774086666107178,0.024636526107788034
63.0,,3.0,2.0,0.23399999999999999,0.24855693251402858,0.23414620013314327,0.24288171636635533,0.20810768909079197,0.22207850491376913,,0.9087561511993408,0.02673171997070309
64.0,,3.0,2.0,0.2404,0.25082032211026595,0.2318701781849103,0.24174290202191984,0.20924248970826348,0.22854308823337044,,0.9128701210021972,0.027844743728637652
