Dataset,SW,T,CV,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
37.0,,3.0,2.0,0.33659999999999995,0.34938787788787784,0.3627673224143812,0.3485889635889636,0.32093361076467825,0.3180273130365331,,0.0016806983947753602,0.0133276748657226
38.0,,3.0,2.0,0.3532,0.36798994312152206,0.376139325586694,0.3671936280094175,0.3358342881469285,0.33550760588515116,,0.002185220718383768,0.015180444717407175
39.0,,3.0,2.0,0.3232,0.3370147773953442,0.347779474333892,0.33603525249679095,0.30587386873771827,0.30528324920230704,,0.0016113853454589558,0.01187702178955073
40.0,,3.0,2.0,0.27740000000000004,0.2927184139934139,0.31256613133598427,0.29215454545454544,0.26730731914284545,0.2590037582585351,,0.001827611923217744,0.011887025833129828
41.0,,3.0,2.0,0.30360000000000004,0.3140435408087847,0.3341656155895753,0.3137812972934924,0.28396442958675805,0.2860782416817001,,0.000896596908569316,0.013161201477050733
42.0,,3.0,2.0,0.2882,0.3004486477517836,0.31409528947554155,0.29981368102796674,0.2719428210985044,0.27072364027075146,,0.001248397827148396,0.011714773178100529
43.0,,3.0,2.0,0.28540000000000004,0.2975505665738224,0.31376568719318376,0.2962013154803852,0.2669519209466443,0.2682888043211692,,0.0017688274383544603,0.010677394866943317
44.0,,3.0,2.0,0.3054,0.31659952515185075,0.3125043313786629,0.3141544011544011,0.27838074197122886,0.2890651923817738,,0.001645393371581992,0.013303747177123973
45.0,,3.0,2.0,0.2898,0.29567035433702094,0.31027197538712686,0.2945889209555876,0.269566084557883,0.2734852882167596,,0.0009530544281005679,0.014704141616821247
46.0,,3.0,2.0,0.292,0.3036789262535639,0.3184225882812839,0.30055489679402725,0.2705058599661507,0.2762797846421789,,0.00177955627441404,0.013712348937988228
47.0,,3.0,2.0,0.2788,0.2908695138246479,0.3022478549818975,0.28850861195542044,0.25926448063903923,0.26289731106226427,,0.001306743621826156,0.013557481765747014
48.0,,3.0,2.0,0.2838,0.2965434703072307,0.29171213277463276,0.2932152777777778,0.25398459474439866,0.26853949958655904,,0.001771688461303668,0.011222839355468703
49.0,,3.0,2.0,0.2662,0.2737472963433938,0.28118678270231384,0.2708724084872044,0.24135910928830462,0.2507580129586985,,0.001676263809204056,0.013486423492431595
50.0,,3.0,2.0,0.24559999999999996,0.26079421312247836,0.2638052765752765,0.2589866955266955,0.22517313902729533,0.23041744461235034,,0.0014980125427245638,0.01367997169494624
51.0,,3.0,2.0,0.2532,0.2635402205326575,0.2751035256247021,0.26034367880485526,0.23006757186592583,0.23835104259031709,,0.001569137573242168,0.013161067962646428
52.0,,3.0,2.0,0.2096,0.2183727750245397,0.22041794985375826,0.21520302736479205,0.1877568816480317,0.1940021031637589,,0.0015644836425781042,0.012210617065429636
53.0,,3.0,2.0,0.24880000000000002,0.2657571797446603,0.2658952896899622,0.26170889487870613,0.22710081473718366,0.23451054696591883,,0.001610994338989232,0.014970264434814407
54.0,,3.0,2.0,0.24719999999999998,0.25651021053299383,0.26356560047129163,0.2532021452419775,0.22135339738862467,0.2329460728250245,,0.001864442825317364,0.014353456497192331
55.0,,3.0,2.0,0.23800000000000002,0.25291656731730106,0.25555306536073025,0.24741083854417184,0.21296289777650443,0.22390107128090622,,0.001396627426147448,0.013051195144653267
56.0,,3.0,2.0,0.2256,0.24047029593374847,0.23820787005202587,0.2372080395794681,0.20514150129341613,0.21187242043313795,,0.002733449935913064,0.013802223205566358
57.0,,3.0,2.0,0.20620000000000002,0.2124487337137862,0.2273330855018161,0.20828859848032774,0.18441082397290057,0.19231558110032088,,0.001999988555908176,0.012287311553955045
58.0,,3.0,2.0,0.2072,0.22126326539445754,0.2206923289790803,0.21734896148417016,0.18646253976743804,0.19329396141161378,,0.0009926414489746,0.013622560501098582
59.0,,3.0,2.0,0.22219999999999998,0.23022349658587477,0.24051394977992224,0.22595326690972506,0.2012257110419656,0.20889441778890672,,0.001158399581909156,0.013901605606079042
60.0,,3.0,2.0,0.20760000000000006,0.21828981149054205,0.21075355889443753,0.21547943233790687,0.1804308612994882,0.19418822884969802,,0.001304979324340804,0.014905643463134707
61.0,,3.0,2.0,0.21860000000000002,0.2378330704814581,0.2267910988525742,0.23239994795732496,0.19642905062365038,0.20562957369422835,,0.00318206787109374,0.012822179794311484
62.0,,3.0,2.0,0.21240000000000003,0.22496016523918066,0.21760154022779615,0.22050973701661167,0.18656756980770353,0.1996188877332351,,0.00245048522949216,0.011310863494873005
63.0,,3.0,2.0,0.18539999999999998,0.19765210804695146,0.17998896527773917,0.1934376325299495,0.1583418376440354,0.17259392356187042,,0.000790271759033196,0.013747243881225541
64.0,,3.0,2.0,0.19639999999999996,0.20552402091585775,0.1936973318993048,0.19853615240899225,0.1692764518940802,0.1839288932679566,,0.0,0.0157858276367187
